471.4,147,163,618.3,634.4,781.4
471.4,163,147,634.4,618.3,781.4
505.3,128,147,633.4,652.4,780.4
505.3,147,128,652.4,633.4,780.4
519.2,97,114,616.2,633.4,730.3
519.2,114,97,633.4,616.2,730.3
616.2,147,114,763.4,730.3,877.4
616.2,114,147,730.3,763.4,877.4
617.4,113,147,730.3,764.4,877.4
617.4,113,163,730.3,780.4,893.4
617.4,113,132,730.3,749.4,862.4
617.4,147,113,764.4,730.3,877.4
617.4,147,163,764.4,780.4,927.4
617.4,147,132,764.4,749.4,896.5
617.4,163,113,780.4,730.3,893.4
617.4,163,147,780.4,764.4,927.4
617.4,132,113,749.4,730.3,862.4
617.4,132,147,749.4,764.4,896.5
633.4,147,97,780.4,730.3,877.4
633.4,97,147,730.3,780.4,877.4
634.4,147,163,781.4,797.3,944.4
634.4,163,147,797.3,781.4,944.4
636.2,128,113,764.4,749.4,877.4
636.2,113,128,749.4,764.4,877.4
652.4,128,97,780.4,749.4,877.4
652.4,97,128,749.4,780.4,877.4
730.3,147,163,877.4,893.4,1040.3
730.3,163,147,893.4,877.4,1040.3
749.4,128,147,877.4,896.5,1024.5
749.4,147,128,896.5,877.4,1024.5
763.4,99,113,862.4,876.4,975.5
763.4,99,114,862.4,877.4,976.5
763.4,113,99,876.4,862.4,975.5
763.4,114,99,877.4,862.4,976.5
764.4,113,163,877.4,927.4,1040.3
764.4,163,113,927.4,877.4,1040.3
779.6,99,97,878.6,876.4,975.5
779.6,97,99,876.4,878.6,975.5
780.4,99,97,879.4,877.4,976.5
780.4,113,147,893.4,927.4,1040.3
780.4,113,114,893.4,894.4,1007.5
780.4,147,113,927.4,893.4,1040.3
780.4,147,97,927.4,877.4,1024.5
780.4,97,99,877.4,879.4,976.5
780.4,97,147,877.4,927.4,1024.5
780.4,114,113,894.4,893.4,1007.5
781.4,113,163,894.4,944.4,1057.5
781.4,163,113,944.4,894.4,1057.5
797.3,99,147,896.5,944.4,1043.4
797.3,147,99,944.4,896.5,1043.4
876.4,99,163,975.5,1039.5,1138.6
876.4,163,99,1039.5,975.5,1138.6
877.4,99,163,976.5,1040.3,1139.5
877.4,163,99,1040.3,976.5,1139.5
879.4,97,163,976.5,1042.5,1139.5
879.4,163,97,1042.5,976.5,1139.5
894.4,128,163,1022.5,1057.5,1185.4
894.4,163,128,1057.5,1022.5,1185.4
896.5,128,147,1024.5,1043.4,1171.6
896.5,147,128,1043.4,1024.5,1171.6
944.4,99,113,1043.4,1057.5,1156.5
944.4,113,99,1057.5,1043.4,1156.5
